,price,address,proptype,region,city,bedrooms,bathrooms,sqft
312,2798000,801-1383 Marinaside Crescent,Apt/Condo,Yaletown,Vancouver,3,2,1866
313,428000,908-3438 Vanness Avenue,Apt/Condo,Collingwood,Vancouver,1,1,546
314,868888,804-1252 Hornby Street,Apt/Condo,Downtown West,Vancouver,2,2,938
315,2588000,301-1510 W 6th Avenue,Apt/Condo,Fairview,Vancouver,3,3,1761
316,675000,1408-5058 Joyce Street,Apt/Condo,Collingwood,Vancouver,1,1,439
317,788000,1409-5058 Joyce Street,Apt/Condo,Collingwood,Vancouver,2,1,617
318,919000,1206-5058 Joyce Street,Apt/Condo,Collingwood,Vancouver,2,2,771
319,659900,223 E 20th Avenue,Apt/Condo,Main,Vancouver,1,2,633
320,1398000,407-55 E Cordova Street,Apt/Condo,Downtown East,Vancouver,1,2,1386
321,1537900,603-5089 Quebec Street,Apt/Condo,Main,Vancouver,3,2,1175
322,1198000,204-1132 Haro Street,Apt/Condo,West End,Vancouver,2,2,1240
323,1149900,305-1128 Quebec Street,Apt/Condo,Downtown East,Vancouver,3,2,1428
324,708888,3002-131 Regiment Square,Apt/Condo,Downtown West,Vancouver,1,1,556
325,989900,409-2508 Fraser Street,Apt/Condo,Mount Pleasant East,Vancouver,1,2,867
326,629900,705-5639 Hampton Place,Apt/Condo,University (Ubc),Vancouver,1,1,634
327,549000,3-25 Garden Drive,Apt/Condo,Hastings,Vancouver,2,1,752
328,449000,312-2891 E Hastings Street,Apt/Condo,Hastings Sunrise,Vancouver,1,1,655
329,599900,1407-8189 Cambie Street,Apt/Condo,Marpole,Vancouver,1,1,440
330,699900,1101-183 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,1,759
331,2998000,5505-1480 Howe Street,Apt/Condo,Yaletown,Vancouver,2,3,1593
332,3299000,1603-1650 Bayshore Drive,Apt/Condo,Coal Harbour,Vancouver,2,3,1832
333,849000,1501-602 Citadel Parade,Apt/Condo,Downtown West,Vancouver,2,1,816
334,10990000,4601-667 Howe Street,Apt/Condo,Downtown West,Vancouver,4,5,3722
335,1899900,202-3639 West 16th Avenue,Apt/Condo,Point Grey,Vancouver,2,3,1244
336,1268000,208-485 W 63 Avenue,Apt/Condo,Marpole,Vancouver,3,2,983
337,1028000,103-485 W 63 Avenue,Apt/Condo,Marpole,Vancouver,2,2,758
338,745090,101-485 W 63 Avenue,Apt/Condo,Marpole,Vancouver,1,1,543
339,818800,303-485 W 63 Avenue,Apt/Condo,Marpole,Vancouver,1,1,629
340,2480000,1902-1228 Marinaside Crescent,Apt/Condo,Yaletown,Vancouver,3,2,1392
341,709000,606-1420 W Georgia Street,Apt/Condo,West End,Vancouver,1,1,683
342,988000,1906-1111 Alberni Street,Apt/Condo,West End,Vancouver,1,1,731
343,659000,2008-5470 Ormidale Street,Apt/Condo,Collingwood,Vancouver,2,2,748
344,2298000,2301-1199 Marinaside Crescent,Apt/Condo,Yaletown,Vancouver,3,2,1391
345,1148000,901-5926 Tisdall Street,Apt/Condo,Oakridge,Vancouver,3,2,1603
346,998000,407-272 E 4th Avenue,Apt/Condo,Mount Pleasant East,Vancouver,1,2,1250
347,1349000,1005-212 Davie Street,Apt/Condo,Yaletown,Vancouver,2,2,1238
348,1668800,PH2-485 W 63 Avenue,Apt/Condo,Marpole,Vancouver,3,2,1083
349,838000,607-188 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,2,883
350,449900,207-5025 Joyce Street,Apt/Condo,Collingwood,Vancouver,1,1,715
351,510000,318-4028 Knight Street,Apt/Condo,Knight,Vancouver,1,1,553
352,2998000,5505-1480 Howe Street,Apt/Condo,Yaletown,Vancouver,2,3,1593
353,1148000,2603-188 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,2,1027
354,673000,1610-688 Abbott Street,Apt/Condo,Downtown West,Vancouver,1,1,600
355,840000,1201-108 W Cordova Street,Apt/Condo,Downtown West,Vancouver,1,1,801
356,1342000,2304-1200 Alberni Street,Apt/Condo,West End,Vancouver,3,2,1148
357,2680000,900-1235 W Broadway,Apt/Condo,Fairview,Vancouver,3,3,1885
358,1378000,604-5383 Cambie Street,Apt/Condo,Cambie,Vancouver,2,2,863
359,1120000,3602-928 Beatty Street,Apt/Condo,Yaletown,Vancouver,2,2,868
360,999000,1102-1420 West Georgia Street,Apt/Condo,West End,Vancouver,2,2,801
361,749000,1306-1420 West Georgia Street,Apt/Condo,West End,Vancouver,1,1,682
362,1259000,1210-1500 Hornby Street,Apt/Condo,Yaletown,Vancouver,2,2,1212
363,1768000,501-5383 Cambie Street,Apt/Condo,Cambie,Vancouver,3,2,1118
364,2380000,303-8 Smithe Mews,Apt/Condo,Yaletown,Vancouver,2,2,1229
365,330000,804-1250 Burnaby Street,Apt/Condo,West End,Vancouver,1,1,430
366,1699000,2821-89 Nelson Street,Apt/Condo,Yaletown,Vancouver,2,2,868
367,429000,210-4815 Eldorado Mews,Apt/Condo,Collingwood,Vancouver,1,1,411
368,6800000,1001-1633 Ontario Street,Apt/Condo,False Creek,Vancouver,3,4,2509
369,2850000,201-977 W 8th Avenue,Apt/Condo,Fairview,Vancouver,2,2,1695
370,635900,105-4933 Clarendon Street,Apt/Condo,Collingwood,Vancouver,2,2,743
371,691900,408-4933 Clarendon Street,Apt/Condo,Collingwood,Vancouver,2,2,716
372,2379000,404-1650 Bayshore Drive,Apt/Condo,Coal Harbour,Vancouver,2,2,1494
373,2288000,604-5058 Cambie Street,Apt/Condo,Cambie,Vancouver,3,2,1223
374,1429000,3303-1199 Marinaside Crescent,Apt/Condo,Yaletown,Vancouver,2,2,1043
375,1465000,503-1499 W Pender Street,Apt/Condo,Coal Harbour,Vancouver,2,3,1165
376,568500,610-2221 E 30th Avenue,Apt/Condo,Victoria East,Vancouver,1,1,534
377,4480000,PH3603-838 W Hastings Street,Apt/Condo,Downtown West,Vancouver,3,3,2368
378,2799000,1303-1688 Pullman Porter Street,Apt/Condo,Mount Pleasant East,Vancouver,2,2,1192
379,3600000,1803-1708 Ontario Street,Apt/Condo,Mount Pleasant East,Vancouver,4,3,1623
380,2500000,1802-1708 Ontario Street,Apt/Condo,Mount Pleasant East,Vancouver,3,2,1345
381,489000,315-1189 Howe Street,Apt/Condo,Downtown West,Vancouver,0,1,497
382,1038000,208-6933 Cambie Street,Apt/Condo,South Cambie,Vancouver,2,2,940
383,5380000,PH 3604-838 W Hastings Street,Apt/Condo,Downtown West,Vancouver,3,3,2888
384,2488000,1202-1499 W Pender Street,Apt/Condo,Coal Harbour,Vancouver,2,3,1565
385,1588000,603-590 Nicola Street,Apt/Condo,Coal Harbour,Vancouver,1,2,1195
386,779900,402-2001 Wall Street,Apt/Condo,Hastings,Vancouver,1,1,900
387,699000,409-256 E 2nd Avenue,Apt/Condo,Mount Pleasant East,Vancouver,1,1,732
388,2980000,2801-838 W Hastings Street,Apt/Condo,Downtown West,Vancouver,2,3,2056
389,988000,1206-8555 Granville Street,Apt/Condo,Southwest Marine,Vancouver,2,2,994
390,585000,76-1425 Lamey's Mill Road,Apt/Condo,False Creek,Vancouver,1,1,1056
391,1198000,203-189 National Avenue,Apt/Condo,Downtown East,Vancouver,2,2,1221
392,749900,404-2189 W 42nd Avenue,Apt/Condo,Kerrisdale,Vancouver,1,1,881
393,628000,221-2150 E Hastings Street,Apt/Condo,Hastings,Vancouver,2,2,795
394,759000,1602-1288 West Georgia Street,Apt/Condo,West End,Vancouver,1,1,689
395,1499800,4301-777 Richards Street,Apt/Condo,Downtown West,Vancouver,2,2,885
396,699900,1101-183 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,1,759
397,2998000,5505-1480 Howe Street,Apt/Condo,Yaletown,Vancouver,2,3,1593
398,2875000,3202-667 Howe Street,Apt/Condo,Downtown West,Vancouver,2,2,1482
399,849000,601-610 Granville Street,Apt/Condo,Downtown West,Vancouver,1,1,864
400,639000,509-602 Citadel Parade,Apt/Condo,Downtown West,Vancouver,1,1,656
401,13888800,3902-1550 Alberni Street,Apt/Condo,West End,Vancouver,3,4,4030
402,1588000,4508-1480 Howe Street,Apt/Condo,Yaletown,Vancouver,2,2,1056
403,768000,209-2528 Collingwood Street,Apt/Condo,Kitsilano,Vancouver,2,2,767
404,899000,534 E 8th Avenue,Apt/Condo,Mount Pleasant East,Vancouver,2,2,740
405,2480000,2801-1111 Alberni Street,Apt/Condo,West End,Vancouver,2,3,1553
406,878000,1101-867 Hamilton Street,Apt/Condo,Downtown West,Vancouver,2,2,1031
407,998000,2506-688 Abbott Street,Apt/Condo,Downtown West,Vancouver,2,2,920
408,1498800,210-444 West 49th Avenue,Apt/Condo,South Cambie,Vancouver,2,2,1236
409,738000,1502-68 Smithe Street,Apt/Condo,Downtown West,Vancouver,1,1,513
410,1749000,2601-1408 Strathmore Mews,Apt/Condo,Yaletown,Vancouver,2,2,1060
411,720000,2503-108 W Cordova Street,Apt/Condo,Downtown West,Vancouver,1,1,682
412,3398000,2404-1550 Alberni Street,Apt/Condo,West End,Vancouver,2,2,1165
413,2898000,501-6168 East Boulevard,Apt/Condo,Kerrisdale,Vancouver,2,3,1694
414,1068000,307-3487 Binning Road,Apt/Condo,University (Ubc),Vancouver,2,2,907
415,680000,202-2889 E 1st Avenue,Apt/Condo,Renfrew,Vancouver,3,2,876
416,429900,1501-1251 Cardero Street,Apt/Condo,West End,Vancouver,1,1,694
417,998000,2202-689 Abbott Street,Apt/Condo,Downtown West,Vancouver,2,2,933
418,1148000,2603-188 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,2,1027
419,1429000,3303-1199 Marinaside Crescent,Apt/Condo,Yaletown,Vancouver,2,2,1043
420,1259000,2801-1189 Howe Street,Apt/Condo,Downtown West,Vancouver,3,2,1096
421,1928000,804-1790 Bayshore Drive,Apt/Condo,Coal Harbour,Vancouver,2,2,1204
422,5350000,5701-1289 Hornby Street,Apt/Condo,Downtown West,Vancouver,3,4,1926
423,3998000,3002-1011 W Cordova Street,Apt/Condo,Coal Harbour,Vancouver,2,3,1870
424,8980000,3801-1211 Melville Street,Apt/Condo,Coal Harbour,Vancouver,2,4,3278
425,750000,1106-1383 Howe Street,Apt/Condo,Downtown West,Vancouver,2,2,844
426,2399000,2901-1166 Melville Street,Apt/Condo,Coal Harbour,Vancouver,4,4,2094
427,2498900,204-717 West 17th Avenue,Apt/Condo,Cambie,Vancouver,3,3,1420
428,1658000,1702-3487 Binning Road,Apt/Condo,University (Ubc),Vancouver,3,2,1033
429,818000,401-5639 Hampton Place,Apt/Condo,University (Ubc),Vancouver,2,2,1045
430,3088000,3703-1480 Howe Street,Apt/Condo,Yaletown,Vancouver,3,3,1467
431,2849000,501-4488 Cambie Street,Apt/Condo,Cambie,Vancouver,3,4,2117
432,1150000,PH1903-1088 Richards Street,Apt/Condo,Yaletown,Vancouver,1,1,786
433,1079000,203-238 Alvin Narod Mews,Apt/Condo,Yaletown,Vancouver,2,2,1344
434,949900,1404-1323 Homer Street,Apt/Condo,Yaletown,Vancouver,1,1,732
435,5850000,4901-1128 W Georgia Street,Apt/Condo,West End,Vancouver,2,3,2527
436,838000,204-7520 Columbia Street,Apt/Condo,Marpole,Vancouver,2,2,1165
437,2875000,3402-1111 Alberni Street,Apt/Condo,West End,Vancouver,2,2,1619
438,3099900,405-633 W King Edward Avenue,Apt/Condo,Cambie,Vancouver,3,2,1794
439,579000,805-2799 Yew Street,Apt/Condo,Kitsilano,Vancouver,1,1,616
440,1148000,2603-188 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,2,1027
441,1448000,1401-1205 Howe Street,Apt/Condo,Downtown West,Vancouver,2,2,1248
442,1079900,902-1887 Crowe Street,Apt/Condo,False Creek,Vancouver,2,2,1058
443,759000,210-508 W 29th Avenue,Apt/Condo,Cambie,Vancouver,1,1,670
444,1180000,711-8580 River District Crossing,Apt/Condo,South Marine,Vancouver,2,2,1173
445,1599900,210-3639 W 16th Avenue,Apt/Condo,Dunbar,Vancouver,2,2,1155
446,699900,229 E 20th Avenue,Apt/Condo,Main,Vancouver,1,2,631
447,658000,604-1088 Richards Street,Apt/Condo,Yaletown,Vancouver,1,1,561
448,2500000,1206-1221 Bidwell Street,Apt/Condo,West End,Vancouver,2,2,1041
449,599999,1703-2220 Kingsway,Apt/Condo,Victoria East,Vancouver,1,1,496
450,3480000,2802-1499 W Pender Street,Apt/Condo,Coal Harbour,Vancouver,3,3,1908
451,598000,401-3680 Rae Avenue,Apt/Condo,Collingwood,Vancouver,2,2,924
452,1068000,803-3533 Ross Drive,Apt/Condo,University (Ubc),Vancouver,2,2,867
453,1399000,201-4988 Cambie Street,Apt/Condo,Cambie,Vancouver,2,2,1150
454,1390000,627-3563 Ross Drive,Apt/Condo,University (Ubc),Vancouver,2,2,912
455,1899000,2304-1500 Howe Street,Apt/Condo,Yaletown,Vancouver,3,2,1708
456,778000,302-4638 Gladstone Street,Apt/Condo,Victoria East,Vancouver,2,2,894
457,7700000,2301-1233 W Cordova Street,Apt/Condo,Coal Harbour,Vancouver,4,4,3037
458,999000,506-188 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,2,989
459,8300000,502-277 Thurlow Street,Apt/Condo,Coal Harbour,Vancouver,2,3,2600
460,5998000,3701-1495 Richards Street,Apt/Condo,Yaletown,Vancouver,3,3,2528
461,1489000,227-3563 Ross Drive,Apt/Condo,University (Ubc),Vancouver,2,2,912
462,1478888,506-181 W 1st Avenue,Apt/Condo,False Creek,Vancouver,2,2,1121
463,655000,307-928 Beatty Street,Apt/Condo,Yaletown,Vancouver,1,1,618
464,1199000,1006-1333 W Georgia Street,Apt/Condo,Coal Harbour,Vancouver,2,2,968
465,1680000,1207-1708 Ontario Street,Apt/Condo,Mount Pleasant East,Vancouver,3,2,1109
466,1199000,4105 Hudson Street,Apt/Condo,Shaughnessy,Vancouver,2,2,1033
467,749900,601-1708 Ontario Street,Apt/Condo,Mount Pleasant East,Vancouver,1,1,610
468,749000,202-1989 Dunbar Street,Apt/Condo,Kitsilano,Vancouver,2,2,864
469,2100000,307-3639 W 16th Avenue,Apt/Condo,Point Grey,Vancouver,2,3,1249
470,1090000,608-1561 W 57th Avenue,Apt/Condo,South Granville,Vancouver,1,1,708
471,4480000,5703-1151 W Georgia Street,Apt/Condo,Coal Harbour,Vancouver,3,3,1564
472,950000,207-2888 Arbutus Street,Apt/Condo,Kitsilano,Vancouver,1,1,632
473,1690000,PH5-2888 Arbutus Street,Apt/Condo,Kitsilano,Vancouver,2,2,957
474,1210000,301-2888 Arbutus Street,Apt/Condo,Kitsilano,Vancouver,2,2,758
475,799000,111-5033 Cambie Street,Apt/Condo,Cambie,Vancouver,1,1,661
476,1190000,323-5955 Birney Avenue,Apt/Condo,University (Ubc),Vancouver,3,2,1168
477,2325000,505-4963 Cambie Street,Apt/Condo,Cambie,Vancouver,3,3,1372
478,2560000,504-4963 Cambie Street,Apt/Condo,Cambie,Vancouver,3,3,1552
479,1975900,1604W-1180 Broughton Street,Apt/Condo,West End,Vancouver,2,2,953
480,2624900,1201W-1180 Broughton Street,Apt/Condo,West End,Vancouver,2,3,1336
481,5350900,1701E-1385 Davie Street,Apt/Condo,West End,Vancouver,3,4,2132
482,2599900,1603E-1385 Davie Street,Apt/Condo,West End,Vancouver,2,3,1336
483,1900900,1501E-1385 Davie Street,Apt/Condo,West End,Vancouver,2,2,953
484,1148000,2603-188 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,2,1027
485,849000,305-1006 Beach Avenue,Apt/Condo,Yaletown,Vancouver,2,2,981
486,7680000,3401-1011 W Cordova Street,Apt/Condo,Coal Harbour,Vancouver,2,3,2237
487,2298000,805-1571 West 57th Avenue,Apt/Condo,South Granville,Vancouver,3,2,1412
488,568000,423-1333 Hornby Street,Apt/Condo,Downtown West,Vancouver,0,1,462
489,2449000,803-1678 Pullman Porter Street,Apt/Condo,Victoria East,Vancouver,2,2,1382
490,2550000,1801-1280 Richards Street,Apt/Condo,Yaletown,Vancouver,2,3,1861
491,1198000,3706-1151 West Georgia Street,Apt/Condo,Coal Harbour,Vancouver,1,1,615
492,1060000,2501-1325 Rolston Street,Apt/Condo,Downtown West,Vancouver,2,2,842
493,1198000,1901-8555 Granville Street,Apt/Condo,Southwest Marine,Vancouver,2,2,946
494,1899000,705-1550 Alberni Street,Apt/Condo,West End,Vancouver,1,1,795
495,4352888,1402-1550 Alberni Street,Apt/Condo,West End,Vancouver,2,2,2177
496,1890000,1102-1550 Alberni Street,Apt/Condo,West End,Vancouver,1,1,742
497,1380000,4301-1289 Hornby Street,Apt/Condo,Downtown West,Vancouver,2,2,763
498,3299000,901-1550 Alberni Street,Apt/Condo,West End,Vancouver,2,2,1452
499,759000,805-668 Citadel Parade,Apt/Condo,Downtown West,Vancouver,2,1,755
500,1388000,1858-38 Smithe Street,Apt/Condo,Downtown West,Vancouver,2,2,971
501,1999999,1401-2628 Ash Street,Apt/Condo,Fairview,Vancouver,3,3,2050
502,1068000,406-2250 Wesbrook Mall,Apt/Condo,University (Ubc),Vancouver,3,2,1238
503,1099000,1206-89 Nelson Street,Apt/Condo,Yaletown,Vancouver,2,2,762
504,528888,1706-5665 Boundary Road,Apt/Condo,Collingwood,Vancouver,1,1,531
505,6388800,3601-1011 W Cordova Street,Apt/Condo,Coal Harbour,Vancouver,2,3,2237
506,4900000,4903-1480 Howe Street,Apt/Condo,Yaletown,Vancouver,3,3,2137
507,699900,1101-183 Keefer Place,Apt/Condo,Downtown West,Vancouver,2,1,759
508,1349000,PH-5-188 Keefer Street,Apt/Condo,Downtown East,Vancouver,2,3,990
509,915000,3007-939 Homer Street,Apt/Condo,Yaletown,Vancouver,2,2,888
510,699000,107-1935 W 1st Avenue,Apt/Condo,Kitsilano,Vancouver,1,1,725
511,649000,1008-1723 Alberni Street,Apt/Condo,West End,Vancouver,1,1,579
512,888000,1807-999 Seymour Street,Apt/Condo,Downtown West,Vancouver,1,1,700
513,459900,605-231 E Pender Street,Apt/Condo,Strathcona,Vancouver,1,1,492
514,588000,415-3638 Vanness Avenue,Apt/Condo,Collingwood,Vancouver,2,1,812
515,1650000,6001-1151 W Georgia Street,Apt/Condo,Coal Harbour,Vancouver,1,2,855
516,1589900,302-1600 Hornby Street,Apt/Condo,Yaletown,Vancouver,2,2,1353
517,788888,1603-939 Homer Street,Apt/Condo,Yaletown,Vancouver,1,1,583
518,549000,1010-2733 Chandlery Place,Apt/Condo,South Marine,Vancouver,2,2,804
519,799900,1106-1028 Barclay Street,Apt/Condo,West End,Vancouver,1,1,672
520,1198000,404-528 W King Edward Avenue,Apt/Condo,Cambie,Vancouver,2,2,879
521,695000,204-5033 Cambie Street,Apt/Condo,Cambie,Vancouver,1,1,540
522,1090000,308-4083 Cambie Street,Apt/Condo,Cambie,Vancouver,1,2,1008
523,359900,1503-3438 Vanness Avenue,Apt/Condo,Collingwood,Vancouver,0,1,407
524,695000,102-1478 W 73rd Avenue,Apt/Condo,Marpole,Vancouver,2,2,1107
525,1369000,308-3581 E Kent Avenue North,Apt/Condo,South Marine,Vancouver,3,2,1155
526,539000,613-989 Nelson Street,Apt/Condo,Downtown West,Vancouver,1,1,509
527,1688800,304-375 W 59th Avenue,Apt/Condo,South Cambie,Vancouver,3,2,1274
528,1429000,3303-1199 Marinaside Crescent,Apt/Condo,Yaletown,Vancouver,2,2,1043
529,1465000,503-1499 W Pender Street,Apt/Condo,Coal Harbour,Vancouver,2,3,1165
530,588000,1209-1225 Richards Street,Apt/Condo,Yaletown,Vancouver,1,1,500
531,499900,1104-989 Beatty Street,Apt/Condo,Yaletown,Vancouver,0,1,476
532,437000,104-2250 Oxford Street,Apt/Condo,Hastings,Vancouver,1,1,527
533,1598000,4009-777 Richards Street,Apt/Condo,Downtown West,Vancouver,2,2,1055
534,925000,302-5058 Joyce Street,Apt/Condo,Collingwood,Vancouver,2,2,925
535,499900,1006-955 E Hastings Street,Apt/Condo,Strathcona,Vancouver,1,1,546
536,3980000,2907-1011 W Cordova Street,Apt/Condo,Coal Harbour,Vancouver,2,3,1810
537,1198000,PH3-3479 Wesbrook Mall,Apt/Condo,University (Ubc),Vancouver,3,2,1138
538,539000,308-2226 W 12th Avenue,Apt/Condo,Kitsilano,Vancouver,0,1,530
539,1198000,3201-1211 Melville Street,Apt/Condo,Coal Harbour,Vancouver,2,2,814
540,669000,318-311 E 6th Avenue,Apt/Condo,Mount Pleasant East,Vancouver,1,1,553
541,675000,1611-833 Seymour Street,Apt/Condo,Downtown West,Vancouver,1,1,654
542,818000,505-1950 Robson Street,Apt/Condo,West End,Vancouver,2,1,888
543,1178000,301-618 Abbott Street,Apt/Condo,Downtown West,Vancouver,2,2,1016
544,680000,1908-833 Homer Street,Apt/Condo,Downtown West,Vancouver,1,1,533
545,678000,404-1355 Harwood Street,Apt/Condo,West End,Vancouver,1,1,740
546,1388800,1803-1055 Homer Street,Apt/Condo,Yaletown,Vancouver,2,2,1020
547,798000,309-2388 Western Parkway,Apt/Condo,University (Ubc),Vancouver,2,2,835
548,799000,1503-907 Beach Avenue,Apt/Condo,Yaletown,Vancouver,1,1,676
549,1128000,310-181 W 1st Avenue,Apt/Condo,False Creek,Vancouver,2,2,1015
